Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
"EjerlejlighedEEjerlejlighed Østergade 22A, 1.  7400 Herning",1.050.000 kr.,20-10-2025Alm. Salg,122 m² 8.607 kr/m²,3,1928,-12%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Jernbane Allé 37, 2. tv  2720 Vanløse",3.400.000 kr.,20-10-2025Alm. Salg,72 m² 47.222 kr/m²,3,1905,,Aktuel værdi
VillaVVilla Jyllandsvej 31  5500 Middelfart,1.930.000 kr.,20-10-2025Alm. Salg,114 m² 16.930 kr/m²,4,1934,-3%,Aktuel værdi
VillaVVilla Lehmannsvej 1  7120 Vejle Øst,4.350.000 kr.,20-10-2025Alm. Salg,138 m² 31.522 kr/m²,4,1986,-3%,Aktuel værdi
VillaVVilla Vestergade 42  9690 Fjerritslev,100.000 kr.,20-10-2025Alm. Salg,200 m² 500 kr/m²,7,1922,,Aktuel værdi
VillaVVilla Kildeskovsvej 62  2820 Gentofte,8.800.000 kr.,20-10-2025Alm. Salg,131 m² 67.176 kr/m²,5,1927,-2%,Aktuel værdi
VillaVVilla Klostervænget 17  6900 Skjern,820.000 kr.,20-10-2025Alm. Salg,154 m² 5.325 kr/m²,5,1981,-4%,Aktuel værdi
"LandejendomLLandejendom Kirkeholtvej 50, Krajbjerg  8543 Hornslet",4.200.000 kr.,20-10-2025Alm. Salg,156 m² 26.923 kr/m²,5,1905,,Aktuel værdi
VillaVVilla Samsøvej 4A  9982 Ålbæk,1.275.000 kr.,20-10-2025Fam. Salg,126 m² 10.119 kr/m²,5,1987,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Pærevangen 15, 1. mf, Smørumnedre  2765 Smørum",2.000.000 kr.,20-10-2025Alm. Salg,56 m² 35.714 kr/m²,2,1981,,Aktuel værdi
"VillaVVilla Gyndbjerg 11, Agtrup  6091 Bjert",2.995.000 kr.,20-10-2025Alm. Salg,157 m² 19.076 kr/m²,5,1977,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Strandvejen 211C, st. th  2900 Hellerup",5.375.000 kr.,20-10-2025Alm. Salg,85 m² 63.235 kr/m²,2,1982,-2%,Aktuel værdi
VillaVVilla Fanøvej 1  9900 Frederikshavn,2.295.000 kr.,20-10-2025Alm. Salg,132 m² 17.386 kr/m²,3,2020,,Aktuel værdi
VillaVVilla Mågevej 4  4700 Næstved,1.110.000 kr.,20-10-2025Alm. Salg,86 m² 12.907 kr/m²,4,1946,-7%,Aktuel værdi
"FritidshusFFritidshus Nattergalevej 19, Draget  7760 Hurup Thy",600.000 kr.,20-10-2025Fam. Salg,100 m² 6.000 kr/m²,4,1973,,Aktuel værdi
"VillaVVilla Sundsørevej 58, Thise  7870 Roslev",403.000 kr.,20-10-2025Alm. Salg,105 m² 3.838 kr/m²,4,1901,,Aktuel værdi
VillaVVilla Bakketoften 12  8541 Skødstrup,4.500.000 kr.,20-10-2025Alm. Salg,105 m² 42.857 kr/m²,3,2008,,Aktuel værdi
VillaVVilla Møllevej 36  2970 Hørsholm,4.925.000 kr.,20-10-2025Alm. Salg,136 m² 36.213 kr/m²,5,1967,-1%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Gernersgade 9, 3. tv  1319 København K",4.050.000 kr.,20-10-2025Alm. Salg,38 m² 106.579 kr/m²,2,1854,-6%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Vigerslevvej 293, st. tv  2500 Valby",3.000.000 kr.,20-10-2025Alm. Salg,72 m² 41.667 kr/m²,3,1947,-6%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Vestervang 8, 1. 813  8000 Aarhus C",1.995.000 kr.,20-10-2025Alm. Salg,77 m² 25.909 kr/m²,2,1970,-5%,Aktuel værdi
FritidshusFFritidshus Aktievej 35  4874 Gedser,1.050.000 kr.,20-10-2025Alm. Salg,129 m² 8.140 kr/m²,4,1979,-12%,Aktuel værdi
"FritidshusFFritidshus Gøgevej 11, Gudmindrup Lyng  4573 Højby",2.680.000 kr.,20-10-2025Alm. Salg,37 m² 72.432 kr/m²,2,1969,-1%,Aktuel værdi
VillaVVilla Østbrovej 22  2600 Glostrup,9.495.000 kr.,20-10-2025Alm. Salg,210 m² 45.214 kr/m²,5,2021,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Marstalsgade 36, 4. tv  2100 København Ø",3.800.000 kr.,20-10-2025Alm. Salg,55 m² 69.091 kr/m²,2,1903,-5%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hanstedvej 48, st. th  8700 Horsens",1.050.000 kr.,20-10-2025Alm. Salg,84 m² 12.500 kr/m²,2,1904,,Aktuel værdi
"FritidshusFFritidshus Strandløbervej 14, Bildsø  4200 Slagelse",1.169.600 kr.,20-10-2025Andet,76 m² 15.389 kr/m²,5,1984,,Aktuel værdi
"VillaVVilla Hou Strandpark 7, Hou  8300 Odder",2.700.000 kr.,20-10-2025Alm. Salg,126 m² 21.429 kr/m²,4,2011,,Aktuel værdi
"VillaVVilla Tallerupvej 70, Tommerup St  5690 Tommerup",975.000 kr.,20-10-2025Alm. Salg,85 m² 11.471 kr/m²,4,1959,-11%,Aktuel værdi
VillaVVilla Klintevej 13  5935 Bagenkop,565.000 kr.,20-10-2025Alm. Salg,86 m² 6.570 kr/m²,4,1931,-5%,Aktuel værdi
VillaVVilla Skolegade 11  8881 Thorsø,1.200.000 kr.,20-10-2025Alm. Salg,110 m² 10.909 kr/m²,3,1956,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Brøndbyvestervej 68C, 2. 2  2605 Brøndby",1.370.000 kr.,20-10-2025Alm. Salg,46 m² 29.783 kr/m²,1,1967,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Tagensvej 96, 5. 6  2200 København N",1.595.000 kr.,20-10-2025Alm. Salg,32 m² 49.844 kr/m²,1,1909,,Aktuel værdi
LandejendomLLandejendom Tandholtvej 28  6000 Kolding,2.995.000 kr.,20-10-2025Alm. Salg,154 m² 19.448 kr/m²,3,1880,,Aktuel værdi
"FritidshusFFritidshus Fyrmarken 83, Nr Lyngvig  6960 Hvide Sande",1.910.000 kr.,20-10-2025Alm. Salg,122 m² 15.656 kr/m²,5,1986,-3%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Filosofgangen 23, 3. th  5000 Odense C",7.400.000 kr.,20-10-2025Fam. Salg,112 m² 66.071 kr/m²,3,1913,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Lægårdvej 11, kl. 3  7500 Holstebro",1.720.000 kr.,20-10-2025Alm. Salg,31 m² 55.484 kr/m²,1,1919,,Aktuel værdi
"FritidshusFFritidshus Birkevej 22, Fuglslev  8400 Ebeltoft",1.350.000 kr.,20-10-2025Alm. Salg,102 m² 13.235 kr/m²,4,1972,-3%,Aktuel værdi
"VillaVVilla Bildsøvej 8, Bildsø  4200 Slagelse",1.860.000 kr.,20-10-2025Alm. Salg,162 m² 11.481 kr/m²,5,1910,-1%,Aktuel værdi
"FritidshusFFritidshus Holdvej 36, Søndervig  6950 Ringkøbing",2.800.000 kr.,20-10-2025Alm. Salg,122 m² 22.951 kr/m²,6,1994,-7%,Aktuel værdi
VillaVVilla Syrenvej 20  4690 Haslev,1.850.000 kr.,20-10-2025Alm. Salg,124 m² 14.919 kr/m²,4,1969,-5%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Boulevarden 6, 4. 30  2800 Kongens Lyngby",5.225.000 kr.,20-10-2025Alm. Salg,92 m² 56.793 kr/m²,4,1965,-5%,Aktuel værdi
VillaVVilla Vemmetofte Alle 1  2820 Gentofte,14.400.000 kr.,20-10-2025Alm. Salg,160 m² 90.000 kr/m²,6,1933,-6%,Aktuel værdi
"VillaVVilla Reventlowsvej 80, Korinth  5600 Faaborg",690.000 kr.,20-10-2025Alm. Salg,96 m² 7.188 kr/m²,4,1914,31%,Aktuel værdi
VillaVVilla Kirsebærvej 5  4800 Nykøbing F,1.095.000 kr.,20-10-2025Alm. Salg,84 m² 13.036 kr/m²,3,1880,,Aktuel værdi
VillaVVilla Møsvråvej 2B  6051 Almind,2.800.000 kr.,20-10-2025Alm. Salg,87 m² 32.184 kr/m²,2,1848,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Drejøgade 26F, 4. 405  2100 København Ø",2.650.000 kr.,20-10-2025Alm. Salg,43 m² 61.628 kr/m²,1,1974,,Aktuel værdi
VillaVVilla Vestergade 29  8382 Hinnerup,6.161.000 kr.,20-10-2025Alm. Salg,192 m² 32.089 kr/m²,7,2002,4%,Aktuel værdi
VillaVVilla Kildedalen 5  2900 Hellerup,8.200.000 kr.,20-10-2025Alm. Salg,108 m² 75.926 kr/m²,4,1937,-3%,Aktuel værdi
"VillaVVilla Bredkærvej 16, Vorupør  7700 Thisted",900.000 kr.,20-10-2025Alm. Salg,110 m² 8.182 kr/m²,7,1934,,Aktuel værdi
VillaVVilla Engdraget 10  2680 Solrød Strand,5.750.000 kr.,20-10-2025Alm. Salg,126 m² 45.635 kr/m²,3,1997,-4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Banegårdsgade 16, 4. b  8000 Aarhus C",1.998.000 kr.,20-10-2025Alm. Salg,49 m² 40.776 kr/m²,2,1962,,Aktuel værdi
"FritidshusFFritidshus Klintevej 11, Hune  9492 Blokhus",1.500.000 kr.,20-10-2025Alm. Salg,73 m² 20.548 kr/m²,4,1971,-6%,Aktuel værdi
VillaVVilla Smedegade 4  4941 Bandholm,755.000 kr.,20-10-2025Alm. Salg,123 m² 6.138 kr/m²,3,1934,-5%,Aktuel værdi
VillaVVilla Gyvelvej 48  7700 Thisted,2.145.000 kr.,20-10-2025Alm. Salg,128 m² 16.758 kr/m²,5,1981,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Arne Poulsens Vej 2, st. th  7100 Vejle",1.350.000 kr.,20-10-2025Alm. Salg,90 m² 15.000 kr/m²,3,1966,-3%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Filosofgangen 23, 1.  5000 Odense C",7.400.000 kr.,20-10-2025Fam. Salg,211 m² 35.071 kr/m²,6,1913,,Aktuel værdi
"FritidshusFFritidshus Jættestuevej 26, Stenstrup L  4573 Højby",1.200.000 kr.,20-10-2025Fam. Salg,58 m² 20.690 kr/m²,3,1963,,Aktuel værdi
"VillaVVilla Langgade 30, Hørning  8960 Randers SØ",300.000 kr.,20-10-2025Alm. Salg,76 m² 3.947 kr/m²,4,1875,,Aktuel værdi
"VillaVVilla Roskildevej 588, Snekkerup  4174 Jystrup Midtsj",1.705.000 kr.,20-10-2025Alm. Salg,130 m² 13.115 kr/m²,4,1937,1%,Aktuel værdi
VillaVVilla Møsvråvej 2A  6051 Almind,2.800.000 kr.,20-10-2025Alm. Salg,155 m² 18.065 kr/m²,3,1954,,Aktuel værdi
"VillaVVilla Kolisvej 4, Langerhuse  7673 Harboøre",125.000 kr.,20-10-2025Alm. Salg,76 m² 1.645 kr/m²,3,1952,,Aktuel værdi
"FritidshusFFritidshus Tjørnemarken 1, Havnsø Str  4591 Føllenslev",560.000 kr.,20-10-2025Fam. Salg,79 m² 7.089 kr/m²,5,1979,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Lægårdvej 11, kl. 2  7500 Holstebro",1.720.000 kr.,20-10-2025Alm. Salg,33 m² 52.121 kr/m²,1,1919,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Skanderborgvej 7, 5. tv  8000 Aarhus C",2.398.000 kr.,20-10-2025Alm. Salg,50 m² 47.960 kr/m²,2,1937,,Aktuel værdi
"VillaVVilla Toftevej 9, Slagelse  4200 Slagelse",1.058.250 kr.,20-10-2025Fam. Salg,107 m² 9.890 kr/m²,4,1963,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Dronning Margrethes Vej 23, 3. th  8200 Aarhus N",4.675.000 kr.,20-10-2025Alm. Salg,91 m² 51.374 kr/m²,4,1912,,Aktuel værdi
"FritidshusFFritidshus Blåbærvej 8, Napstjert  9981 Jerup",2.800.000 kr.,20-10-2025Alm. Salg,100 m² 28.000 kr/m²,4,2018,-3%,Aktuel værdi
"VillaVVilla Ølgodvej 20, Stundsig  6800 Varde",270.000 kr.,20-10-2025Alm. Salg,92 m² 2.935 kr/m²,3,1940,-23%,Aktuel værdi
RækkehusRRækkehus Bakkegårds Alle 22  4140 Borup,2.965.000 kr.,20-10-2025Alm. Salg,99 m² 29.949 kr/m²,3,2017,,Aktuel værdi
VillaVVilla Hovedgaden 32  8654 Bryrup,500.000 kr.,20-10-2025Alm. Salg,115 m² 4.348 kr/m²,5,1920,-16%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Tværvej 2, 2. mf  2600 Glostrup",1.425.000 kr.,20-10-2025Alm. Salg,41 m² 34.756 kr/m²,1,1938,-1%,Aktuel værdi
"FritidshusFFritidshus Reedtzholmvej 153, Enø  4736 Karrebæksminde",2.195.000 kr.,20-10-2025Alm. Salg,81 m² 27.099 kr/m²,3,1971,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Filosofgangen 23, 2.  5000 Odense C",7.400.000 kr.,20-10-2025Fam. Salg,211 m² 35.071 kr/m²,6,1913,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Algade 43, st.  9300 Sæby",1.725.000 kr.,20-10-2025Alm. Salg,96 m² 17.969 kr/m²,3,1949,,Aktuel værdi
RækkehusRRækkehus Georgsgade 85  5000 Odense C,2.425.000 kr.,20-10-2025Alm. Salg,110 m² 22.045 kr/m²,4,1929,,Aktuel værdi
"LandejendomLLandejendom Bøstofte 11, Kværkeby  4100 Ringsted",1.997.500 kr.,20-10-2025Fam. Salg,74 m² 26.993 kr/m²,3,1910,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Gammel Køge Landevej 220B, 1. th  2650 Hvidovre",2.245.000 kr.,20-10-2025Alm. Salg,57 m² 39.386 kr/m²,2,1961,,Aktuel værdi
VillaVVilla Vejsager 19  4241 Vemmelev,1.315.000 kr.,20-10-2025Alm. Salg,122 m² 10.779 kr/m²,3,1979,-1%,Aktuel værdi
VillaVVilla Telefonvænget 2  5500 Middelfart,2.350.000 kr.,20-10-2025Alm. Salg,141 m² 16.667 kr/m²,5,1975,-2%,Aktuel værdi
"RækkehusRRækkehus Kirkestræde 18, Rønne  3700 Rønne",825.000 kr.,20-10-2025Alm. Salg,95 m² 8.684 kr/m²,3,1910,-6%,Aktuel værdi
VillaVVilla Henrik Rantzaus Vej 13B  6000 Kolding,1.650.000 kr.,20-10-2025Alm. Salg,86 m² 19.186 kr/m²,3,1959,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Lægårdvej 11, kl. 1  7500 Holstebro",1.720.000 kr.,20-10-2025Alm. Salg,37 m² 46.486 kr/m²,1,1919,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Kastrupvej 84, st. th  2300 København S",2.645.000 kr.,20-10-2025Alm. Salg,52 m² 50.865 kr/m²,2,1936,,Aktuel værdi
LandejendomLLandejendom Møsvråvej 2  6051 Almind,2.800.000 kr.,20-10-2025Alm. Salg,235 m² 11.915 kr/m²,6,1848,,Aktuel værdi
"VillaVVilla Strandparken 70, Faldsled  5642 Millinge",4.700.000 kr.,20-10-2025Alm. Salg,233 m² 20.172 kr/m²,7,1971,-2%,Aktuel værdi
"VillaVVilla Rugbjergvej 129, Stavtrup  8260 Viby J",4.950.000 kr.,20-10-2025Alm. Salg,140 m² 35.357 kr/m²,5,1969,-6%,Aktuel værdi
"VillaVVilla Lærkevangen 8, Snestrup  5210 Odense NV",3.025.000 kr.,20-10-2025Alm. Salg,109 m² 27.752 kr/m²,4,1965,-5%,Aktuel værdi
VillaVVilla Lerup Strandvej 22  9460 Brovst,3.000.000 kr.,20-10-2025Andet,141 m² 21.277 kr/m²,5,1934,,Aktuel værdi
"VillaVVilla Rugvangen 2, Otterup  5450 Otterup",1.550.000 kr.,20-10-2025Alm. Salg,128 m² 12.109 kr/m²,4,1972,,Aktuel værdi
VillaVVilla Rolighedsvej 6  4200 Slagelse,1.550.000 kr.,20-10-2025Fam. Salg,128 m² 12.109 kr/m²,6,1927,,Aktuel værdi
VillaVVilla Blågårdsvænget 46  2670 Greve,3.625.000 kr.,20-10-2025Alm. Salg,133 m² 27.256 kr/m²,5,1979,-4%,Aktuel værdi
"FritidshusFFritidshus Rylevej 11, Ulvshale  4780 Stege",1.550.000 kr.,20-10-2025Alm. Salg,76 m² 20.395 kr/m²,3,1972,-9%,Aktuel værdi
"VillaVVilla Villumstrupvej 3, Refsvindinge  5853 Ørbæk",450.000 kr.,20-10-2025Alm. Salg,164 m² 2.744 kr/m²,5,1911,-25%,Aktuel værdi
"FritidshusFFritidshus Hybenvænget 67, Vellerup  4050 Skibby",1.350.000 kr.,20-10-2025Alm. Salg,70 m² 19.286 kr/m²,3,1975,-3%,Aktuel værdi
VillaVVilla Blichersvej 9  7000 Fredericia,2.795.000 kr.,20-10-2025Alm. Salg,168 m² 16.637 kr/m²,6,1929,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Slotsgade 25, 1. 105  9000 Aalborg",1.625.000 kr.,20-10-2025Alm. Salg,76 m² 21.382 kr/m²,3,1977,-7%,Aktuel værdi
RækkehusRRækkehus Jernbanegade 40  9560 Hadsund,550.000 kr.,20-10-2025Fam. Salg,83 m² 6.627 kr/m²,3,1985,,Aktuel værdi
"VillaVVilla Landtingvej 12, Ejsing  7830 Vinderup",126.000 kr.,20-10-2025Alm. Salg,100 m² 1.260 kr/m²,5,1940,-68%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Langebjerg 32, 1. mf  2850 Nærum",2.995.000 kr.,20-10-2025Alm. Salg,69 m² 43.406 kr/m²,3,1968,,Aktuel værdi
"LandejendomLLandejendom Karrebækvej 802, Karrebæk  4736 Karrebæksminde",9.945.000 kr.,20-10-2025Fam. Salg,205 m² 48.512 kr/m²,8,1879,,Aktuel værdi
VillaVVilla Burgårdsvej 14  7480 Vildbjerg,875.000 kr.,20-10-2025Alm. Salg,134 m² 6.530 kr/m²,4,1951,-12%,Aktuel værdi
RækkehusRRækkehus Udgårdstoften 42  8600 Silkeborg,2.400.000 kr.,20-10-2025Alm. Salg,111 m² 21.622 kr/m²,4,1986,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Sorgenfri 12, 1.  6100 Haderslev",200.000 kr.,20-10-2025Alm. Salg,70 m² 2.857 kr/m²,2,1944,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Sommerstedgade 28, 1. tv  1718 København V",2.642.000 kr.,20-10-2025Fam. Salg,59 m² 44.780 kr/m²,2,1906,,Aktuel værdi
VillaVVilla Askov Huse 4  4440 Mørkøv,2.495.000 kr.,20-10-2025Alm. Salg,182 m² 13.709 kr/m²,5,1877,,Aktuel værdi
"FritidshusFFritidshus Skinnerstræde 6, Hummingen  4983 Dannemare",1.095.000 kr.,20-10-2025Alm. Salg,65 m² 16.846 kr/m²,4,1980,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Platanvej 7, 9. 44  1810 Frederiksberg C",4.875.000 kr.,20-10-2025Alm. Salg,63 m² 77.381 kr/m²,3,1976,-4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Sonnesgade 17, 2. tv  8000 Aarhus C",2.540.000 kr.,20-10-2025Alm. Salg,58 m² 43.793 kr/m²,2,1918,0%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hanstedvej 48, st. tv  8700 Horsens",1.050.000 kr.,20-10-2025Alm. Salg,68 m² 15.441 kr/m²,4,1904,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Rosenvængets Alle 97, 2. tv  6700 Esbjerg",650.000 kr.,20-10-2025Alm. Salg,52 m² 12.500 kr/m²,2,1977,-10%,Aktuel værdi
"FritidshusFFritidshus Åbakken 19, As  7130 Juelsminde",1.850.000 kr.,20-10-2025Alm. Salg,73 m² 25.342 kr/m²,4,1973,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Falstersvej 10, 1. tv  2000 Frederiksberg",2.445.200 kr.,20-10-2025Fam. Salg,68 m² 35.959 kr/m²,2,1902,,Aktuel værdi
VillaVVilla Funkiavej 19  2300 København S,12.115.000 kr.,20-10-2025Alm. Salg,177 m² 68.446 kr/m²,7,1923,-4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Smedegade 2, st. tv  6760 Ribe",1.500.000 kr.,20-10-2025Alm. Salg,89 m² 16.854 kr/m²,5,2002,-6%,Aktuel værdi
VillaVVilla Fridtjof Nansensvej 18  4800 Nykøbing F,1.300.000 kr.,20-10-2025Alm. Salg,98 m² 13.265 kr/m²,3,1963,0%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Papirøen 33, 4. 5  1436 København K",8.800.000 kr.,20-10-2025Alm. Salg,99 m² 88.889 kr/m²,3,2023,,Aktuel værdi
"LandejendomLLandejendom Møldrupvej 37, Møldrup  9510 Arden",625.000 kr.,20-10-2025Alm. Salg,174 m² 3.592 kr/m²,9,1890,-10%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Martin Luther Kings Vej 11, 3. 2  2450 København SV",6.000.000 kr.,20-10-2025Alm. Salg,79 m² 75.949 kr/m²,2,2017,0%,Aktuel værdi
VillaVVilla Egevej 6  9000 Aalborg,4.500.000 kr.,20-10-2025Alm. Salg,157 m² 28.662 kr/m²,5,1941,-4%,Aktuel værdi
"FritidshusFFritidshus Rugvangen 2, Boeslum  8400 Ebeltoft",790.000 kr.,20-10-2025Fam. Salg,72 m² 10.972 kr/m²,5,1985,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Ørnevej 38, 1. th  2400 København NV",2.302.000 kr.,20-10-2025Alm. Salg,36 m² 63.944 kr/m²,1,1936,0%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Lægårdvej 11, 1. tv  7500 Holstebro",1.720.000 kr.,20-10-2025Alm. Salg,30 m² 57.333 kr/m²,1,1919,,Aktuel værdi
VillaVVilla Kirkegyden 2  5610 Assens,530.000 kr.,20-10-2025Alm. Salg,72 m² 7.361 kr/m²,3,1700,,Aktuel værdi
VillaVVilla Thorsvej 13  4100 Ringsted,8.254.493 kr.,20-10-2025Andet,185 m² 44.619 kr/m²,6,1966,,Aktuel værdi
"VillaVVilla Pilkestræde 7, Visborg  9560 Hadsund",135.000 kr.,20-10-2025Alm. Salg,76 m² 1.776 kr/m²,3,1827,-9%,Aktuel værdi
VillaVVilla Digevej 3  7680 Thyborøn,1.025.000 kr.,20-10-2025Alm. Salg,90 m² 11.389 kr/m²,3,1953,,Aktuel værdi
"FritidshusFFritidshus Ternedalen 21, Houvig  6950 Ringkøbing",1.500.000 kr.,20-10-2025Alm. Salg,50 m² 30.000 kr/m²,3,1973,-12%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Lægårdvej 11, st.  7500 Holstebro",1.720.000 kr.,20-10-2025Alm. Salg,116 m² 14.828 kr/m²,4,1919,,Aktuel værdi
"VillaVVilla Immerkærvej 4, Korinth  5600 Faaborg",690.000 kr.,20-10-2025Alm. Salg,131 m² 5.267 kr/m²,4,1930,62%,Aktuel værdi
"FritidshusFFritidshus Eskovvej 67, Eskov  7870 Roslev",895.000 kr.,20-10-2025Alm. Salg,77 m² 11.623 kr/m²,4,1978,,Aktuel værdi
RækkehusRRækkehus Østergade 32B  6950 Ringkøbing,1.225.000 kr.,20-10-2025Alm. Salg,159 m² 7.704 kr/m²,6,1875,,Aktuel værdi
VillaVVilla Kollundvej 26  2770 Kastrup,2.339.200 kr.,20-10-2025Andet,111 m² 21.074 kr/m²,4,1973,,Aktuel værdi
VillaVVilla Elmevej 30  6580 Vamdrup,1.370.000 kr.,20-10-2025Fam. Salg,159 m² 8.616 kr/m²,5,1968,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Karensmindevej 1, st. tv  4300 Holbæk",1.350.000 kr.,20-10-2025Alm. Salg,64 m² 21.094 kr/m²,2,1934,-10%,Aktuel værdi
"FritidshusFFritidshus Olssonsvej 4, Snogebæk  3730 Nexø",2.925.000 kr.,20-10-2025Alm. Salg,93 m² 31.452 kr/m²,4,1963,-9%,Aktuel værdi
"FritidshusFFritidshus Kystmarken 42, Skallerup Klit  9800 Hjørring",1.975.000 kr.,20-10-2025Alm. Salg,88 m² 22.443 kr/m²,3,2004,-10%,Aktuel værdi
"FritidshusFFritidshus Søndre Skovpark 23, Midskov  5370 Mesinge",1.300.000 kr.,20-10-2025Alm. Salg,51 m² 25.490 kr/m²,2,2006,-13%,Aktuel værdi
VillaVVilla Eskebjergvej 11B  4591 Føllenslev,1.400.000 kr.,20-10-2025Alm. Salg,137 m² 10.219 kr/m²,3,1987,-6%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Jernbanegade 25, 4. tv  7000 Fredericia",595.000 kr.,20-10-2025Alm. Salg,73 m² 8.151 kr/m²,3,1956,,Aktuel værdi
VillaVVilla Hejrebakken 3  3390 Hundested,3.195.000 kr.,20-10-2025Alm. Salg,162 m² 19.722 kr/m²,4,1974,-5%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Nærum Hovedgade 15, 1. tv-a  2850 Nærum",2.070.000 kr.,20-10-2025Alm. Salg,78 m² 26.538 kr/m²,3,1968,,Aktuel værdi
"LandejendomLLandejendom Bråskovvej 81, Hyrup  7140 Stouby",2.700.000 kr.,20-10-2025Alm. Salg,143 m² 18.881 kr/m²,6,1874,,Aktuel værdi
"FritidshusFFritidshus Erikshåb 77, Østerballe  5450 Otterup",2.590.000 kr.,20-10-2025Fam. Salg,60 m² 43.167 kr/m²,3,2009,,Aktuel værdi
"VillaVVilla Ribevej 9, Bækbølling  6670 Holsted",600.000 kr.,20-10-2025Alm. Salg,100 m² 6.000 kr/m²,4,1875,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Ahornsgade 19, 4.  2200 København N",7.278.500 kr.,19-10-2025Alm. Salg,114 m² 63.846 kr/m²,3,1886,1%,Aktuel værdi
"VillaVVilla Skrolleshedevej 140, Vollerup  9760 Vrå",427.500 kr.,19-10-2025Alm. Salg,131 m² 3.263 kr/m²,5,1900,-25%,Aktuel værdi
LandejendomLLandejendom Åshøjvej 48  4600 Køge,5.405.000 kr.,19-10-2025Alm. Salg,187 m² 28.904 kr/m²,7,1902,-7%,Aktuel værdi
"VillaVVilla Nydamvej 8, Øster Sottrup  6400 Sønderborg",350.000 kr.,19-10-2025Alm. Salg,95 m² 3.684 kr/m²,5,1900,-11%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Vejlebrovej 97, 2. 60  2635 Ishøj",2.590.000 kr.,19-10-2025Alm. Salg,97 m² 26.701 kr/m²,4,1975,-7%,Aktuel værdi
"LandejendomLLandejendom Klarisgårdvej 6, Rødding  8830 Tjele",34.300.000 kr.,19-10-2025Andet,251 m² 73.922 kr/m²,11,2002,,Aktuel værdi
"VillaVVilla Ahlefeldtvej 7, Søgaard  6200 Aabenraa",895.000 kr.,19-10-2025Alm. Salg,185 m² 4.838 kr/m²,5,1979,,Aktuel værdi
"VillaVVilla Polarisvej 14, Serup  7790 Thyholm",250.000 kr.,19-10-2025Alm. Salg,117 m² 2.137 kr/m²,6,1911,,Aktuel værdi
"VillaVVilla Skydsbjerg 8, Diernæs  6100 Haderslev",695.000 kr.,19-10-2025Alm. Salg,100 m² 6.950 kr/m²,4,1963,,Aktuel værdi
"VillaVVilla Tvingvej 18, Birkum  5220 Odense SØ",1.500.000 kr.,19-10-2025Alm. Salg,110 m² 13.636 kr/m²,4,1946,,Aktuel værdi
"FritidshusFFritidshus Poulsensvej 20, Hou  9370 Hals",509.150 kr.,19-10-2025Fam. Salg,62 m² 8.212 kr/m²,4,1979,,Aktuel værdi
